Sun Dec 03 22:30:24 EST 2023 : Peer 1003 has the optimistically unchoked neighbor 0
Sun Dec 03 22:30:24 EST 2023 : Server: 1003 Started on Port Number :6004
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 is unchoked by 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received not interested message from 1001
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 has downloaded the piece from 1002. Now the number of pieces it has is 1
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:25 EST 2023 : Peer 1003 received not interested message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 has downloaded the piece from 1002. Now the number of pieces it has is 2
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received not interested message from 1001
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received not interested message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 has downloaded the piece from 1002. Now the number of pieces it has is 3
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received not interested message from 1001
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received not interested message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 has downloaded the piece from 1002. Now the number of pieces it has is 4
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received not interested message from 1001
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received not interested message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 has downloaded the piece from 1002. Now the number of pieces it has is 5
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received not interested message from 1001
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received not interested message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 has downloaded the piece from 1002. Now the number of pieces it has is 6
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received not interested message from 1001
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received not interested message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 has downloaded the piece from 1002. Now the number of pieces it has is 7
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received not interested message from 1001
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received not interested message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 has downloaded the piece from 1002. Now the number of pieces it has is 8
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received not interested message from 1001
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received have message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 received not interested message from 1002
Sun Dec 03 22:30:26 EST 2023 : Peer 1003 has downloaded the piece from 1002. Now the number of pieces it has is 9
